dim1,dim2,dim3,dim4,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Airfare","Australia","Canada","Budget",1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000
"Hotel","Australia","Canada","Budget",500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000
"Per Diem","Australia","Canada","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Hotel","Canada","Canada","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Per Diem","Canada","Canada","Budget",50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000
"Airfare","France","Canada","Budget",1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000
"Hotel","France","Canada","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","France","Canada","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Singapore","Canada","Budget",4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000,4500.0000000
"Hotel","Singapore","Canada","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Per Diem","Singapore","Canada","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Thailand","Canada","Budget",90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000
"Hotel","Thailand","Canada","Budget",8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000,8500.0000000
"Per Diem","Thailand","Canada","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Airfare","UK","Canada","Budget",800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000,800.0000000
"Hotel","UK","Canada","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","UK","Canada","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","USA","Canada","Budget",700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000,700.0000000
"Hotel","USA","Canada","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Per Diem","USA","Canada","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Australia","France","Budget",1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000
"Hotel","Australia","France","Budget",500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000,500.0000000
"Per Diem","Australia","France","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Airfare","Canada","France","Budget",1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000
"Hotel","Canada","France","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","Canada","France","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Hotel","France","France","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","France","France","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Singapore","France","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","Singapore","France","Budget",350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000,350.0000000
"Per Diem","Singapore","France","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Thailand","France","Budget",75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000,75000.0000000
"Hotel","Thailand","France","Budget",7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000
"Per Diem","Thailand","France","Budget",3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000
"Airfare","UK","France","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Hotel","UK","France","Budget",180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000
"Per Diem","UK","France","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","USA","France","Budget",1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000
"Hotel","USA","France","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Per Diem","USA","France","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Australia","Singapore","Budget",1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000
"Hotel","Australia","Singapore","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","Australia","Singapore","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Canada","Singapore","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","Canada","Singapore","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","Canada","Singapore","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Airfare","France","Singapore","Budget",2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000
"Hotel","France","Singapore","Budget",180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000
"Per Diem","France","Singapore","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Thailand","Singapore","Budget",8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000
"Hotel","Thailand","Singapore","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Per Diem","Thailand","Singapore","Budget",2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000
"Airfare","UK","Singapore","Budget",2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000
"Hotel","UK","Singapore","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Per Diem","UK","Singapore","Budget",80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000
"Airfare","USA","Singapore","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","USA","Singapore","Budget",180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000
"Per Diem","USA","Singapore","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Australia","Thailand","Budget",1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000,1500.0000000
"Hotel","Australia","Thailand","Budget",180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000,180.0000000
"Per Diem","Australia","Thailand","Budget",80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000
"Airfare","Canada","Thailand","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","Canada","Thailand","Budget",160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000,160.0000000
"Per Diem","Canada","Thailand","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","France","Thailand","Budget",2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000,2500.0000000
"Hotel","France","Thailand","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Per Diem","France","Thailand","Budget",80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000
"Airfare","Singapore","Thailand","Budget",480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000,480.0000000
"Hotel","Singapore","Thailand","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Per Diem","Singapore","Thailand","Budget",80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000,80.0000000
"Per Diem","Thailand","Thailand","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Airfare","UK","Thailand","Budget",2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000,2000.0000000
"Hotel","UK","Thailand","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Per Diem","UK","Thailand","Budget",50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000,50.0000000
"Airfare","USA","Thailand","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","USA","Thailand","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Per Diem","USA","Thailand","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Australia","UK","Budget",4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000,4000.0000000
"Hotel","Australia","UK","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Per Diem","Australia","UK","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Airfare","Canada","UK","Budget",600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000,600.0000000
"Hotel","Canada","UK","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","Canada","UK","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Airfare","France","UK","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Hotel","France","UK","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","France","UK","Budget",120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000,120.0000000
"Airfare","Singapore","UK","Budget",5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000
"Hotel","Singapore","UK","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Per Diem","Singapore","UK","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Thailand","UK","Budget",80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000,80000.0000000
"Hotel","Thailand","UK","Budget",8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000,8000.0000000
"Per Diem","Thailand","UK","Budget",3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000
"Airfare","USA","UK","Budget",1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000,1000.0000000
"Hotel","USA","UK","Budget",250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000,250.0000000
"Per Diem","USA","UK","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Airfare","Australia","USA","Budget",3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000,3500.0000000
"Hotel","Australia","USA","Budget",300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000
"Per Diem","Australia","USA","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Airfare","Canada","USA","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Hotel","Canada","USA","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","Canada","USA","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Airfare","France","USA","Budget",1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000,1800.0000000
"Hotel","France","USA","Budget",300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000,300.0000000
"Per Diem","France","USA","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Airfare","Singapore","USA","Budget",5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000,5000.0000000
"Hotel","Singapore","USA","Budget",400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000,400.0000000
"Per Diem","Singapore","USA","Budget",150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000,150.0000000
"Airfare","Thailand","USA","Budget",90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000,90000.0000000
"Hotel","Thailand","USA","Budget",7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000,7000.0000000
"Per Diem","Thailand","USA","Budget",3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000,3000.0000000
"Airfare","UK","USA","Budget",850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000
"Hotel","UK","USA","Budget",200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000,200.0000000
"Per Diem","UK","USA","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
"Per Diem","USA","USA","Budget",100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000
