dim1,dim2,dim3,dim4,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"STD Cost","UK","DropsiCola","Actual",0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753
"STD Cost","France","DropsiCola","Actual",0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416
"STD Cost","Singapore","DropsiCola","Actual",0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642
"STD Cost","Thailand","DropsiCola","Actual",34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428
"STD Cost","Australia","DropsiCola","Actual",0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659
"STD Cost","USA","Juicemanji","Actual",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","Canada","Juicemanji","Actual",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","UK","Juicemanji","Actual",0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350
"STD Cost","France","Juicemanji","Actual",0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961
"STD Cost","Singapore","Juicemanji","Actual",0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043
"STD Cost","Thailand","Juicemanji","Actual",48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116
"STD Cost","Australia","Juicemanji","Actual",0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374
"STD Cost","USA","Dreamade","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","Canada","Dreamade","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","UK","Dreamade","Actual",0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233
"STD Cost","France","Dreamade","Actual",0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307
"STD Cost","Singapore","Dreamade","Actual",0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362
"STD Cost","Thailand","Dreamade","Actual",32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069
"STD Cost","Australia","Dreamade","Actual",0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916
"STD Cost","USA","Glitterade","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","Canada","Glitterade","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","UK","Glitterade","Actual",0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337
"STD Cost","France","Glitterade","Actual",0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729
"STD Cost","Singapore","Glitterade","Actual",0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218
"STD Cost","Thailand","Glitterade","Actual",32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540
"STD Cost","Australia","Glitterade","Actual",0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065
"STD Cost","USA","BubbleBrew","Actual",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","Canada","BubbleBrew","Actual",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","UK","BubbleBrew","Actual",0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753
"STD Cost","France","BubbleBrew","Actual",0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416
"STD Cost","Singapore","BubbleBrew","Actual",0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642
"STD Cost","Thailand","BubbleBrew","Actual",34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428
"STD Cost","Australia","BubbleBrew","Actual",0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659
"STD Cost","USA","Druidjuice","Actual",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","Canada","Druidjuice","Actual",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","UK","Druidjuice","Actual",0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350
"STD Cost","France","Druidjuice","Actual",0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961
"STD Cost","Singapore","Druidjuice","Actual",0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043
"STD Cost","Thailand","Druidjuice","Actual",48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116
"STD Cost","Australia","Druidjuice","Actual",0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374
"STD Cost","USA","DarkSecret","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","Canada","DarkSecret","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","UK","DarkSecret","Actual",0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233
"STD Cost","France","DarkSecret","Actual",0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307
"STD Cost","Singapore","DarkSecret","Actual",0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362
"STD Cost","Thailand","DarkSecret","Actual",32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069
"STD Cost","Australia","DarkSecret","Actual",0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916
"STD Cost","USA","Glandopop","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","Canada","Glandopop","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","UK","Glandopop","Actual",0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337
"STD Cost","France","Glandopop","Actual",0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729
"STD Cost","Singapore","Glandopop","Actual",0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218
"STD Cost","Thailand","Glandopop","Actual",32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540
"STD Cost","Australia","Glandopop","Actual",0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065
"STD Cost","USA","Birdy","Actual",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","Canada","Birdy","Actual",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","UK","Birdy","Actual",0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753
"STD Cost","France","Birdy","Actual",0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416
"STD Cost","Singapore","Birdy","Actual",0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642
"STD Cost","Thailand","Birdy","Actual",34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428
"STD Cost","Australia","Birdy","Actual",0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659,0.0919659
"STD Cost","USA","Total Product","Budget",11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003
"STD Cost","USA","Fantasy","Budget",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","USA","Sprike","Budget",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","USA","DropsiCola","Budget",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","USA","Juicemanji","Budget",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","USA","Dreamade","Budget",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","USA","Glitterade","Budget",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","USA","BubbleBrew","Budget",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
"STD Cost","USA","Druidjuice","Budget",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293
"STD Cost","USA","DarkSecret","Budget",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528
"STD Cost","USA","Glandopop","Budget",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121
"STD Cost","USA","Birdy","Budget",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490
