dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"STD Price","Thailand","Fantasy","Wholesale","Actual",42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985
"STD Price","Australia","Fantasy","Wholesale","Actual",1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845
"STD Price","USA","Sprike","Wholesale","Actual",1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2400000,1.2400000,1.2400000,1.2400000,1.2400000,1.2400000,1.2364747
"STD Price","Canada","Sprike","Wholesale","Actual",1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969
"STD Price","UK","Sprike","Wholesale","Actual",0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595
"STD Price","France","Sprike","Wholesale","Actual",0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226
"STD Price","Singapore","Sprike","Wholesale","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Thailand","Sprike","Wholesale","Actual",43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290
"STD Price","Australia","Sprike","Wholesale","Actual",1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393
"STD Price","USA","DropsiCola","Wholesale","Actual",1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986
"STD Price","Canada","DropsiCola","Wholesale","Actual",1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885
"STD Price","UK","DropsiCola","Wholesale","Actual",1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389
"STD Price","France","DropsiCola","Wholesale","Actual",1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143
"STD Price","Singapore","DropsiCola","Wholesale","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
"STD Price","Thailand","DropsiCola","Wholesale","Actual",45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510
"STD Price","Australia","DropsiCola","Wholesale","Actual",1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583
"STD Price","USA","Juicemanji","Wholesale","Actual",1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057
"STD Price","Canada","Juicemanji","Wholesale","Actual",1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610
"STD Price","UK","Juicemanji","Wholesale","Actual",1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846
"STD Price","France","Juicemanji","Wholesale","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121
"STD Price","Singapore","Juicemanji","Wholesale","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480
"STD Price","Thailand","Juicemanji","Wholesale","Actual",63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995
"STD Price","Australia","Juicemanji","Wholesale","Actual",2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268
"STD Price","USA","Dreamade","Wholesale","Actual",1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371
"STD Price","Canada","Dreamade","Wholesale","Actual",1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740
"STD Price","UK","Dreamade","Wholesale","Actual",0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897
"STD Price","France","Dreamade","Wholesale","Actual",0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747
"STD Price","Singapore","Dreamade","Wholesale","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319
"STD Price","Thailand","Dreamade","Wholesale","Actual",42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985
"STD Price","Australia","Dreamade","Wholesale","Actual",1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845
"STD Price","USA","Glitterade","Wholesale","Actual",1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494
"STD Price","Canada","Glitterade","Wholesale","Actual",1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969
"STD Price","UK","Glitterade","Wholesale","Actual",0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595
"STD Price","France","Glitterade","Wholesale","Actual",0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226
"STD Price","Singapore","Glitterade","Wholesale","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Thailand","Glitterade","Wholesale","Actual",43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290
"STD Price","Australia","Glitterade","Wholesale","Actual",1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393
"STD Price","USA","BubbleBrew","Wholesale","Actual",1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986
"STD Price","Canada","BubbleBrew","Wholesale","Actual",1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885
"STD Price","UK","BubbleBrew","Wholesale","Actual",1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389
"STD Price","France","BubbleBrew","Wholesale","Actual",1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143
"STD Price","Singapore","BubbleBrew","Wholesale","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
"STD Price","Thailand","BubbleBrew","Wholesale","Actual",45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510
"STD Price","Australia","BubbleBrew","Wholesale","Actual",1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583
"STD Price","USA","Druidjuice","Wholesale","Actual",1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057,1.8191057
"STD Price","Canada","Druidjuice","Wholesale","Actual",1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610,1.9100610
"STD Price","UK","Druidjuice","Wholesale","Actual",1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846,1.4552846
"STD Price","France","Druidjuice","Wholesale","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121
"STD Price","Singapore","Druidjuice","Wholesale","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480
"STD Price","Thailand","Druidjuice","Wholesale","Actual",63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995,63.6686995
"STD Price","Australia","Druidjuice","Wholesale","Actual",2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268,2.1829268
"STD Price","USA","DarkSecret","Wholesale","Actual",1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371,1.2127371
"STD Price","Canada","DarkSecret","Wholesale","Actual",1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740
"STD Price","UK","DarkSecret","Wholesale","Actual",0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897,0.9701897
"STD Price","France","DarkSecret","Wholesale","Actual",0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747,0.9328747
"STD Price","Singapore","DarkSecret","Wholesale","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319
"STD Price","Thailand","DarkSecret","Wholesale","Actual",42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985,42.4457985
"STD Price","Australia","DarkSecret","Wholesale","Actual",1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845
"STD Price","USA","Glandopop","Wholesale","Actual",1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494,1.2329494
"STD Price","Canada","Glandopop","Wholesale","Actual",1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969
"STD Price","UK","Glandopop","Wholesale","Actual",0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595,0.9863595
"STD Price","France","Glandopop","Wholesale","Actual",0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226,0.9484226
"STD Price","Singapore","Glandopop","Wholesale","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Thailand","Glandopop","Wholesale","Actual",43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290,43.1532290
"STD Price","Australia","Glandopop","Wholesale","Actual",1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393
"STD Price","USA","Birdy","Wholesale","Actual",1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986,1.3137986
"STD Price","Canada","Birdy","Wholesale","Actual",1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885
"STD Price","UK","Birdy","Wholesale","Actual",1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389,1.0510389
"STD Price","France","Birdy","Wholesale","Actual",1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143,1.0106143
"STD Price","Singapore","Birdy","Wholesale","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
"STD Price","Thailand","Birdy","Wholesale","Actual",45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510,45.9829510
"STD Price","Australia","Birdy","Wholesale","Actual",1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583,1.5765583
"STD Price","USA","Total Product","Retail","Actual",20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334,20.8833334
"STD Price","Canada","Total Product","Retail","Actual",19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502,19.1082502
"STD Price","UK","Total Product","Retail","Actual",13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669,13.8426669
"STD Price","France","Total Product","Retail","Actual",17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385,17.2115385
"STD Price","Singapore","Total Product","Retail","Actual",27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333,27.1483333
"STD Price","Thailand","Total Product","Retail","Actual",600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347,600.3958347
"STD Price","Australia","Total Product","Retail","Actual",21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999,21.4799999
"STD Price","USA","Fantasy","Retail","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319
"STD Price","Canada","Fantasy","Retail","Actual",1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163
"STD Price","UK","Fantasy","Retail","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201
"STD Price","France","Fantasy","Retail","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121
"STD Price","Singapore","Fantasy","Retail","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815
"STD Price","Thailand","Fantasy","Retail","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683
"STD Price","Australia","Fantasy","Retail","Actual",1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414
"STD Price","USA","Sprike","Retail","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Canada","Sprike","Retail","Actual",1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082
"STD Price","UK","Sprike","Retail","Actual",1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770
"STD Price","France","Sprike","Retail","Actual",1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339
"STD Price","Singapore","Sprike","Retail","Actual",2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680
"STD Price","Thailand","Sprike","Retail","Actual",49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134
"STD Price","Australia","Sprike","Retail","Actual",1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472
"STD Price","USA","DropsiCola","Retail","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
"STD Price","Canada","DropsiCola","Retail","Actual",1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760
"STD Price","UK","DropsiCola","Retail","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051
"STD Price","France","DropsiCola","Retail","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215
"STD Price","Singapore","DropsiCola","Retail","Actual",2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134
"STD Price","Thailand","DropsiCola","Retail","Actual",52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937
"STD Price","Australia","DropsiCola","Retail","Actual",1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700
"STD Price","USA","Juicemanji","Retail","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480
"STD Price","Canada","Juicemanji","Retail","Actual",2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744
"STD Price","UK","Juicemanji","Retail","Actual",1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301
"STD Price","France","Juicemanji","Retail","Actual",2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682
"STD Price","Singapore","Juicemanji","Retail","Actual",3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724
"STD Price","Thailand","Juicemanji","Retail","Actual",73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044
"STD Price","Australia","Juicemanji","Retail","Actual",2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122
"STD Price","USA","Dreamade","Retail","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319
"STD Price","Canada","Dreamade","Retail","Actual",1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163
"STD Price","UK","Dreamade","Retail","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201
"STD Price","France","Dreamade","Retail","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121
"STD Price","Singapore","Dreamade","Retail","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815
"STD Price","Thailand","Dreamade","Retail","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683
"STD Price","Australia","Dreamade","Retail","Actual",1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414
"STD Price","USA","Glitterade","Retail","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Canada","Glitterade","Retail","Actual",1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082
"STD Price","UK","Glitterade","Retail","Actual",1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770
"STD Price","France","Glitterade","Retail","Actual",1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339
"STD Price","Singapore","Glitterade","Retail","Actual",2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680
"STD Price","Thailand","Glitterade","Retail","Actual",49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134
"STD Price","Australia","Glitterade","Retail","Actual",1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472
"STD Price","USA","BubbleBrew","Retail","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
